,tenure,TotalCharges,Churn,Contract_Month-to-month,Contract_Two year
48,0.7222222222222222,0.4856530950626382,0.0,0.0,1.0
49,0.9583333333333334,0.4898328113485631,0.0,0.0,1.0
50,0.5972222222222222,0.44200787582903467,0.0,1.0,0.0
51,0.20833333333333334,0.16424097273397203,1.0,1.0,0.0
52,0.3472222222222222,0.20180660464259398,0.0,1.0,0.0
53,0.1111111111111111,0.0729205047899779,1.0,1.0,0.0
54,0.8333333333333334,0.5131206245394253,0.0,0.0,0.0
55,0.25,0.2017950902726603,1.0,1.0,0.0
56,0.875,0.7266949152542374,0.0,0.0,0.0
57,0.9166666666666666,0.8147971168017687,0.0,0.0,0.0
59,1.0,0.9043040714812086,0.0,0.0,1.0
60,0.6527777777777778,0.541992907148121,0.0,1.0,0.0
61,0.8333333333333334,0.6276137619749448,0.0,1.0,0.0
63,0.25,0.11020403463522477,0.0,0.0,0.0
64,0.125,0.09870693625644805,1.0,1.0,0.0
65,0.041666666666666664,0.028106577008106117,0.0,1.0,0.0
66,0.6527777777777778,0.42031480287398676,0.0,0.0,0.0
67,0.4305555555555556,0.28753684598378776,0.0,0.0,1.0
69,0.1388888888888889,0.1021727616064849,0.0,1.0,0.0
70,0.013888888888888888,0.005647798452468681,0.0,1.0,0.0
72,0.8888888888888888,0.8174051215917466,0.0,0.0,1.0
74,0.041666666666666664,0.02042649226234341,0.0,1.0,0.0
75,0.7777777777777778,0.7069247420781135,0.0,0.0,0.0
76,0.6388888888888888,0.3096041359616802,0.0,0.0,0.0
77,0.1111111111111111,0.05552804900515844,0.0,1.0,0.0
78,0.4166666666666667,0.24310289240972738,0.0,1.0,0.0
80,0.013888888888888888,0.009136652542372881,1.0,1.0,0.0
82,0.09722222222222222,0.05721490420044215,1.0,1.0,0.0
83,0.5833333333333334,0.49828435887988215,0.0,1.0,0.0
85,0.125,0.10578827376565955,0.0,1.0,0.0
86,0.4861111111111111,0.25509510869565216,0.0,0.0,0.0
90,0.4166666666666667,0.2959423360353721,0.0,1.0,0.0
91,0.013888888888888888,0.008601234340456891,0.0,1.0,0.0
92,0.9166666666666666,0.6579598839351511,0.0,0.0,1.0
93,0.9027777777777778,0.8183262711864407,0.0,1.0,0.0
94,1.0,0.8588626105379514,0.0,0.0,1.0
95,0.16666666666666666,0.1067785095799558,1.0,1.0,0.0
96,0.9861111111111112,0.5467828850405306,0.0,0.0,0.0
99,0.3472222222222222,0.28952883198231394,1.0,1.0,0.0
102,0.5277777777777778,0.41516212232866617,0.0,0.0,0.0
104,0.9444444444444444,0.8764565677966103,1.0,0.0,1.0
106,1.0,0.840900193441415,0.0,0.0,0.0
108,0.5972222222222222,0.45151298820928526,0.0,0.0,0.0
110,0.7638888888888888,0.6032263264554164,1.0,1.0,0.0
111,0.7222222222222222,0.35029591930729553,0.0,0.0,0.0
112,0.5972222222222222,0.45528970154753134,0.0,1.0,0.0
113,0.5138888888888888,0.3302494012527635,1.0,1.0,0.0
115,0.041666666666666664,0.02860169491525424,0.0,1.0,0.0
117,0.1388888888888889,0.12258773949889464,1.0,1.0,0.0
119,0.375,0.24774318349299929,0.0,1.0,0.0
120,0.7777777777777778,0.6350693165070007,0.0,0.0,0.0
122,0.041666666666666664,0.02643123618275608,1.0,1.0,0.0
123,0.09722222222222222,0.04034059506263818,0.0,1.0,0.0
125,0.4583333333333333,0.3486148212969787,0.0,0.0,1.0
126,0.375,0.24588936993367724,1.0,1.0,0.0
130,0.18055555555555555,0.13997443809874727,0.0,1.0,0.0
132,0.9305555555555556,0.3753799742078114,0.0,0.0,1.0
134,0.027777777777777776,0.00935542557111275,1.0,1.0,0.0
136,0.3194444444444444,0.20478306927044954,0.0,1.0,0.0
139,0.013888888888888888,0.008111873618275608,1.0,1.0,0.0
140,1.0,0.7398731116433309,0.0,0.0,1.0
141,0.1111111111111111,0.06490074613117171,1.0,1.0,0.0
142,0.8472222222222222,0.6875518146647016,0.0,0.0,1.0
143,0.8888888888888888,0.6090007829771555,0.0,0.0,0.0
145,0.9027777777777778,0.7388425755342668,0.0,0.0,1.0
147,0.013888888888888888,0.005256309874723655,1.0,1.0,0.0
148,0.4166666666666667,0.2222215825350037,0.0,0.0,0.0
149,0.20833333333333334,0.12336495946941785,0.0,1.0,0.0
150,0.1111111111111111,0.06498134672070745,0.0,1.0,0.0
151,0.09722222222222222,0.07547669491525424,1.0,1.0,0.0
152,0.9722222222222222,0.9131528647752396,0.0,0.0,0.0
153,0.8611111111111112,0.6005031779661018,0.0,0.0,1.0
155,0.19444444444444445,0.1327376565954311,0.0,1.0,0.0
156,0.3055555555555556,0.2097860630066323,0.0,1.0,0.0
158,0.2222222222222222,0.11790714812085484,0.0,0.0,1.0
160,0.18055555555555555,0.08803311532792926,0.0,1.0,0.0
161,0.2777777777777778,0.18334906963890937,1.0,1.0,0.0
162,0.027777777777777776,0.015567428150331615,0.0,1.0,0.0
163,0.7361111111111112,0.45576754789977897,0.0,0.0,1.0
166,0.05555555555555555,0.031434229918938836,1.0,1.0,0.0
167,1.0,0.7201605103168754,0.0,0.0,1.0
170,0.5972222222222222,0.4075223378776714,0.0,0.0,0.0
171,0.027777777777777776,0.027956890198968316,1.0,1.0,0.0
172,0.19444444444444445,0.13607106669123067,0.0,0.0,1.0
173,0.7361111111111112,0.5757415254237288,1.0,0.0,0.0
176,0.20833333333333334,0.13192013633014002,1.0,1.0,0.0
177,0.09722222222222222,0.05798636698599853,1.0,1.0,0.0
178,0.20833333333333334,0.1795378131908622,0.0,1.0,0.0
181,0.013888888888888888,0.0052160095799557845,0.0,1.0,0.0
182,0.1111111111111111,0.07629997236551217,1.0,1.0,0.0
183,0.4583333333333333,0.2824820375829035,0.0,0.0,0.0
184,0.18055555555555555,0.12799949336772293,1.0,1.0,0.0
186,0.2777777777777778,0.11788987656595433,0.0,1.0,0.0
189,0.5555555555555556,0.273938375092115,0.0,1.0,0.0
190,0.5972222222222222,0.36539125829034635,0.0,0.0,0.0
191,0.08333333333333333,0.061141304347826095,1.0,1.0,0.0
193,1.0,0.936037675018423,0.0,0.0,1.0
195,0.2777777777777778,0.21896301584377306,0.0,1.0,0.0
197,0.8194444444444444,0.7507081337509212,0.0,1.0,0.0
198,1.0,0.925945329771555,0.0,0.0,1.0
200,0.375,0.30871752947678704,0.0,0.0,0.0
201,0.19444444444444445,0.12807433677229182,0.0,1.0,0.0
202,0.9861111111111112,0.8526966654384672,0.0,0.0,1.0
203,0.18055555555555555,0.11905282792925573,0.0,1.0,0.0
204,0.6111111111111112,0.3407044491525424,0.0,1.0,0.0
205,0.4583333333333333,0.3091435611643331,0.0,0.0,0.0
207,0.013888888888888888,0.009199981577008107,1.0,1.0,0.0
208,0.2638888888888889,0.22273972918201917,1.0,1.0,0.0
209,0.8888888888888888,0.7661776897568167,0.0,0.0,0.0
210,0.027777777777777776,0.00972964259395726,1.0,1.0,0.0
214,0.3194444444444444,0.22750667833456154,0.0,1.0,0.0
218,0.9027777777777778,0.6130826271186441,0.0,0.0,1.0
219,0.1111111111111111,0.07191875460574798,0.0,1.0,0.0
220,0.05555555555555555,0.03089881171702285,1.0,1.0,0.0
223,0.05555555555555555,0.02065102247605011,1.0,1.0,0.0
226,0.4305555555555556,0.2931270725865881,0.0,0.0,0.0
227,0.013888888888888888,0.006355932203389832,1.0,1.0,0.0
228,0.4166666666666667,0.3135535648489315,0.0,1.0,0.0
229,0.6527777777777778,0.472923959100958,0.0,0.0,1.0
230,0.75,0.6633025515843773,0.0,0.0,1.0
231,0.6944444444444444,0.5466447126013265,0.0,1.0,0.0
232,0.013888888888888888,0.009741156963890937,1.0,1.0,0.0
235,0.027777777777777776,0.013137896094325719,1.0,1.0,0.0
237,0.25,0.15037191414885778,0.0,1.0,0.0
238,0.1527777777777778,0.12899548636698602,1.0,1.0,0.0
240,1.0,0.7312200626381725,0.0,0.0,1.0
241,1.0,0.9071366064848932,0.0,0.0,1.0
242,0.5694444444444444,0.36703781319086226,0.0,0.0,0.0
243,0.9027777777777778,0.7053875736919676,0.0,1.0,0.0
244,0.18055555555555555,0.08420458732498158,0.0,1.0,0.0
245,0.05555555555555555,0.03148028739867354,0.0,1.0,0.0
246,0.5694444444444444,0.2915208179808401,0.0,0.0,0.0
247,0.20833333333333334,0.12369887619749448,1.0,1.0,0.0
248,0.013888888888888888,0.005590226602800295,1.0,1.0,0.0
249,0.5833333333333334,0.4949394344141489,0.0,0.0,0.0
250,0.7083333333333334,0.5319120762711865,0.0,0.0,0.0
251,0.027777777777777776,0.016943395357406046,1.0,1.0,0.0
253,0.4444444444444444,0.3032079034635225,0.0,0.0,0.0
256,0.8472222222222222,0.8069443165070007,0.0,0.0,1.0
257,0.6944444444444444,0.6668086772291821,0.0,0.0,0.0
258,0.027777777777777776,0.009274824981577008,1.0,1.0,0.0
261,0.18055555555555555,0.15709054900515845,1.0,1.0,0.0
262,0.7916666666666666,0.5671230195283715,0.0,1.0,0.0
264,0.625,0.5794318809874724,0.0,0.0,0.0
265,0.8472222222222222,0.6363704403095063,0.0,0.0,1.0
267,0.2638888888888889,0.2311221904937362,0.0,1.0,0.0
270,0.2222222222222222,0.17400515843773032,1.0,1.0,0.0
271,0.7916666666666666,0.39726303426676496,0.0,0.0,1.0
273,0.2777777777777778,0.2500978721444363,0.0,1.0,0.0
274,0.013888888888888888,0.008129145173176124,1.0,1.0,0.0
275,0.06944444444444445,0.04618413780397937,1.0,1.0,0.0
276,0.7222222222222222,0.6476660372144437,1.0,1.0,0.0
277,0.2916666666666667,0.15426952837140753,0.0,1.0,0.0
279,0.06944444444444445,0.02818142041267502,0.0,1.0,0.0
280,0.08333333333333333,0.03717990051584377,0.0,1.0,0.0
281,0.1388888888888889,0.0573703481945468,0.0,1.0,0.0
283,0.9444444444444444,0.4246211772291821,0.0,1.0,0.0
284,0.25,0.20495002763448786,1.0,1.0,0.0
285,0.3055555555555556,0.20537030213706706,0.0,0.0,0.0
286,0.2777777777777778,0.10675548084008844,0.0,1.0,0.0
287,0.013888888888888888,0.008060058953574062,1.0,1.0,0.0
288,0.1111111111111111,0.06984041083271923,1.0,1.0,0.0
289,0.1388888888888889,0.05013356669123066,1.0,1.0,0.0
290,0.3333333333333333,0.1972066138540899,1.0,1.0,0.0
291,0.4861111111111111,0.23272844509948418,0.0,0.0,0.0
292,0.3194444444444444,0.22347089167280768,0.0,0.0,0.0
293,0.08333333333333333,0.0653785924834193,0.0,1.0,0.0
296,0.9861111111111112,0.6259729642593957,0.0,0.0,1.0
297,0.4861111111111111,0.39580646647015477,0.0,1.0,0.0
298,0.5555555555555556,0.34724461127487105,0.0,1.0,0.0
299,0.013888888888888888,0.00847457627118644,1.0,1.0,0.0
300,0.3194444444444444,0.1738439572586588,0.0,0.0,0.0
301,0.05555555555555555,0.04560841930729551,1.0,1.0,0.0
302,0.05555555555555555,0.04106600036845984,0.0,1.0,0.0
304,0.5277777777777778,0.3617469602063375,0.0,1.0,0.0
306,0.4444444444444444,0.2652162398673545,1.0,1.0,0.0
307,0.4027777777777778,0.23655121591746503,0.0,0.0,1.0
308,0.5277777777777778,0.4308504513633014,0.0,1.0,0.0
309,0.6666666666666666,0.42401091562269716,0.0,0.0,0.0
311,0.3055555555555556,0.21718980287398676,0.0,1.0,0.0
312,0.5972222222222222,0.5636399226234341,0.0,0.0,1.0
313,0.06944444444444445,0.03933308769344142,0.0,1.0,0.0
314,0.06944444444444445,0.047847964259395734,1.0,1.0,0.0
315,0.7083333333333334,0.6547531319086219,0.0,0.0,0.0
317,0.5277777777777778,0.3521842759764186,1.0,0.0,0.0
318,0.3333333333333333,0.25689135040530586,1.0,1.0,0.0
319,0.4861111111111111,0.37264531134856305,0.0,1.0,0.0
320,0.75,0.5008866064848932,1.0,0.0,0.0
322,0.013888888888888888,0.005158437730287398,0.0,1.0,0.0
323,0.125,0.04862518422991895,0.0,0.0,0.0
325,0.7222222222222222,0.5916198415622698,0.0,1.0,0.0
326,0.1527777777777778,0.10133221260132645,0.0,1.0,0.0
327,0.027777777777777776,0.01601073139277819,1.0,1.0,0.0
329,0.2361111111111111,0.16926699521002211,0.0,1.0,0.0
332,0.6388888888888888,0.5092748249815771,0.0,0.0,0.0
333,0.09722222222222222,0.05886721628592484,1.0,1.0,0.0
334,0.027777777777777776,0.017939388356669125,1.0,1.0,0.0
335,0.9444444444444444,0.6095649871039057,1.0,0.0,0.0
336,0.5972222222222222,0.5480667372881357,1.0,0.0,1.0
337,0.9444444444444444,0.7079552781871776,0.0,0.0,1.0
338,0.5,0.4105621315401622,0.0,1.0,0.0
339,0.875,0.7602938467207075,1.0,1.0,0.0
340,0.4444444444444444,0.21072448415622697,0.0,1.0,0.0
341,0.9861111111111112,0.7166313559322035,0.0,0.0,1.0
342,0.9166666666666666,0.5191426400147384,0.0,1.0,0.0
345,0.013888888888888888,0.008301860722181283,0.0,1.0,0.0
346,0.027777777777777776,0.0193671702284451,1.0,1.0,0.0
349,0.8888888888888888,0.740477616064849,0.0,0.0,0.0
350,0.5138888888888888,0.2623837048636699,0.0,0.0,1.0
351,0.2361111111111111,0.07845891672807664,0.0,0.0,0.0
352,0.09722222222222222,0.06613278371407517,0.0,1.0,0.0
353,0.05555555555555555,0.04282194178334561,1.0,1.0,0.0
355,0.1388888888888889,0.09741156963890937,1.0,1.0,0.0
356,0.2222222222222222,0.10236274871039057,0.0,1.0,0.0
357,0.8888888888888888,0.7856715180545321,0.0,0.0,1.0
359,0.5833333333333334,0.46250345431098017,0.0,0.0,0.0
361,0.5694444444444444,0.4558711772291821,0.0,0.0,1.0
362,0.8055555555555556,0.33144689572586594,0.0,0.0,0.0
364,0.25,0.1580980563743552,0.0,1.0,0.0
365,0.06944444444444445,0.0567140291083272,1.0,1.0,0.0
366,0.3194444444444444,0.16189204126750187,0.0,1.0,0.0
368,0.9861111111111112,0.8017283069270451,0.0,0.0,0.0
369,1.0,0.9357325442151806,0.0,0.0,1.0
371,0.027777777777777776,0.020898581429624172,1.0,1.0,0.0
373,0.7777777777777778,0.6457719233603537,0.0,0.0,0.0
374,0.5138888888888888,0.41990604274134125,0.0,1.0,0.0
375,0.5972222222222222,0.42168501289609434,0.0,0.0,0.0
377,0.3472222222222222,0.2955163043478261,1.0,1.0,0.0
378,0.8472222222222222,0.6112633566691231,0.0,0.0,1.0
379,0.2361111111111111,0.16238140198968315,0.0,0.0,0.0
380,0.5694444444444444,0.3844705692704496,0.0,0.0,0.0
381,0.013888888888888888,0.005832028371407517,1.0,1.0,0.0
383,0.013888888888888888,0.010460805084745763,1.0,1.0,0.0
384,0.6666666666666666,0.5834849392041268,0.0,0.0,1.0
386,0.7638888888888888,0.5612909911569639,1.0,1.0,0.0
388,0.6111111111111112,0.46782885040530586,0.0,1.0,0.0
389,0.013888888888888888,0.005066322770817981,0.0,1.0,0.0
390,0.375,0.2988266857037583,0.0,1.0,0.0
391,0.375,0.2659301308032425,0.0,1.0,0.0
392,0.027777777777777776,0.010282332350773766,0.0,1.0,0.0
394,0.5833333333333334,0.45418432203389836,0.0,1.0,0.0
395,0.9166666666666666,0.6869415530582167,0.0,0.0,1.0
396,0.4583333333333333,0.4254214259395726,0.0,1.0,0.0
397,0.4722222222222222,0.2906745117907148,1.0,1.0,0.0
402,0.9583333333333334,0.8068809874723656,1.0,1.0,0.0
403,0.9444444444444444,0.44316507000736927,0.0,0.0,0.0
406,0.8333333333333334,0.6692151805453206,0.0,0.0,0.0
407,0.4444444444444444,0.3294779384672071,0.0,1.0,0.0
410,0.041666666666666664,0.026909082535003685,1.0,1.0,0.0
412,0.4027777777777778,0.24744956705969054,0.0,1.0,0.0
413,0.7083333333333334,0.5150377671333825,0.0,1.0,0.0
414,0.6666666666666666,0.4081901713338247,0.0,1.0,0.0
415,0.2222222222222222,0.13768307848194547,0.0,1.0,0.0
416,0.9722222222222222,0.7897591193809875,0.0,0.0,1.0
418,0.3055555555555556,0.212543754605748,1.0,1.0,0.0
419,0.013888888888888888,0.008670320560058955,1.0,1.0,0.0
421,0.09722222222222222,0.059350819823139285,0.0,1.0,0.0
422,0.4027777777777778,0.32590848378776716,0.0,0.0,0.0
425,0.7638888888888888,0.32684114775239503,0.0,1.0,0.0
426,0.7222222222222222,0.6190585851142225,0.0,0.0,0.0
427,0.1388888888888889,0.0988623802505527,0.0,1.0,0.0
428,0.25,0.1606312177597642,0.0,1.0,0.0
429,0.9444444444444444,0.4577768054532056,0.0,0.0,0.0
432,0.027777777777777776,0.01375967207074429,0.0,1.0,0.0
433,0.16666666666666666,0.05974806558585114,1.0,1.0,0.0
437,1.0,0.9750598747236553,0.0,0.0,1.0
438,0.4861111111111111,0.3639922623434046,0.0,1.0,0.0
439,0.013888888888888888,0.006338660648489315,0.0,1.0,0.0
440,0.2222222222222222,0.2167637711864407,0.0,1.0,0.0
441,0.6805555555555556,0.5838246131171703,0.0,1.0,0.0
442,0.75,0.6965618091378041,0.0,0.0,0.0
443,0.25,0.13433815401621224,0.0,1.0,0.0
444,0.5,0.33825188835666914,0.0,1.0,0.0
445,0.8333333333333334,0.7365109156226972,1.0,1.0,0.0
446,0.013888888888888888,0.008008244288872514,1.0,1.0,0.0
448,0.1111111111111111,0.0874573968312454,0.0,1.0,0.0
449,1.0,0.8764220246868092,0.0,0.0,1.0
451,0.3055555555555556,0.17794307295504794,0.0,1.0,0.0
453,0.3888888888888889,0.2564365327929256,1.0,1.0,0.0
455,0.3333333333333333,0.28724322955047904,0.0,1.0,0.0
456,0.3888888888888889,0.3187580600589536,0.0,0.0,0.0
457,0.4166666666666667,0.27280996683861464,0.0,0.0,1.0
459,0.013888888888888888,0.008647291820191598,0.0,1.0,0.0
461,0.3333333333333333,0.18584768791451733,0.0,1.0,0.0
462,0.05555555555555555,0.04443395357406043,1.0,1.0,0.0
463,0.09722222222222222,0.07752049557848195,1.0,1.0,0.0
464,1.0,0.9677712785556375,0.0,0.0,1.0
466,0.8888888888888888,0.7528613209285189,0.0,0.0,1.0
467,1.0,0.7586760777450259,0.0,0.0,0.0
469,0.18055555555555555,0.08455577560795874,1.0,1.0,0.0
471,0.013888888888888888,0.0063329034635224764,1.0,1.0,0.0
472,0.125,0.06498710390567429,0.0,1.0,0.0
473,0.3333333333333333,0.15145426492262343,0.0,1.0,0.0
474,0.013888888888888888,0.008601234340456891,1.0,1.0,0.0
475,0.3333333333333333,0.21433999631540163,1.0,1.0,0.0
476,0.4861111111111111,0.3163227708179808,0.0,1.0,0.0
477,0.09722222222222222,0.06379536661753869,0.0,1.0,0.0
478,0.06944444444444445,0.05220615327929256,1.0,1.0,0.0
479,0.20833333333333334,0.11454495210022109,1.0,1.0,0.0
482,0.2777777777777778,0.19247420781134858,0.0,1.0,0.0
483,1.0,0.9215871407516582,0.0,0.0,0.0
484,0.1111111111111111,0.078303472733972,1.0,1.0,0.0
485,1.0,0.7059287490788505,0.0,0.0,1.0
486,0.20833333333333334,0.1629283345615328,0.0,1.0,0.0
487,1.0,0.714115466101695,0.0,0.0,1.0
489,0.013888888888888888,0.00856093404568902,1.0,1.0,0.0
490,0.875,0.759631770449521,0.0,0.0,1.0
491,0.027777777777777776,0.01314365327929256,0.0,1.0,0.0
492,0.027777777777777776,0.01605103168754606,1.0,1.0,0.0
493,0.8472222222222222,0.4493598010316876,0.0,0.0,0.0
496,0.3888888888888889,0.20560634672070746,0.0,1.0,0.0
499,0.16666666666666666,0.14259971444362565,1.0,1.0,0.0
500,0.4722222222222222,0.4489510408990421,0.0,0.0,0.0
501,0.9861111111111112,0.6535556374355196,0.0,0.0,1.0
502,0.9722222222222222,0.523115097641857,0.0,0.0,0.0
503,0.7222222222222222,0.4982037582903464,0.0,1.0,0.0
504,0.9583333333333334,0.6335839627855564,0.0,0.0,1.0
505,0.2777777777777778,0.20523212969786295,1.0,1.0,0.0
506,0.1527777777777778,0.09807940309506265,0.0,1.0,0.0
507,0.027777777777777776,0.01928656963890936,1.0,1.0,0.0
508,0.08333333333333333,0.057900009211495955,1.0,1.0,0.0
510,0.2777777777777778,0.20936578850405307,0.0,0.0,0.0
511,0.8472222222222222,0.725422577376566,0.0,1.0,0.0
512,0.06944444444444445,0.03855011053795137,1.0,1.0,0.0
513,0.7777777777777778,0.6812995117907148,0.0,1.0,0.0
514,0.4166666666666667,0.32843588798820933,0.0,1.0,0.0
515,0.5555555555555556,0.4757680084745763,1.0,1.0,0.0
516,0.3888888888888889,0.178046702284451,0.0,0.0,0.0
517,0.06944444444444445,0.0348424834193073,0.0,1.0,0.0
518,0.375,0.22215249631540163,1.0,1.0,0.0
520,0.9305555555555556,0.8047911293294031,0.0,0.0,0.0
521,0.4027777777777778,0.16603721444362565,0.0,1.0,0.0
522,0.7638888888888888,0.5427183124539425,0.0,1.0,0.0
523,0.3194444444444444,0.20249170965364777,1.0,1.0,0.0
524,0.4722222222222222,0.4007000736919676,1.0,1.0,0.0
525,0.7222222222222222,0.5455853905674282,0.0,0.0,0.0
526,1.0,0.9671092022844511,0.0,0.0,1.0
527,0.8055555555555556,0.6252705876934415,0.0,0.0,0.0
529,0.7777777777777778,0.6570444915254238,0.0,0.0,1.0
532,0.027777777777777776,0.020086818349299925,0.0,1.0,0.0
533,0.9444444444444444,0.8497374723655122,0.0,0.0,0.0
534,0.013888888888888888,0.009787214443625646,1.0,1.0,0.0
535,0.16666666666666666,0.1176480747973471,0.0,1.0,0.0
536,0.875,0.5790634211495947,0.0,1.0,0.0
537,0.4583333333333333,0.22515198968312458,0.0,0.0,0.0
538,0.9583333333333334,0.7765521370670597,0.0,0.0,0.0
539,0.8333333333333334,0.5695813375092115,0.0,0.0,1.0
540,1.0,0.9497628039793663,0.0,0.0,1.0
541,0.1527777777777778,0.06927044952100223,0.0,1.0,0.0
543,0.1388888888888889,0.09604135961680178,1.0,1.0,0.0
545,0.4722222222222222,0.3048084008843036,0.0,0.0,0.0
546,0.5416666666666666,0.37605932203389836,1.0,1.0,0.0
547,0.9027777777777778,0.7765578942520266,0.0,0.0,0.0
548,0.6944444444444444,0.6062891488577745,0.0,0.0,0.0
550,1.0,0.9173383382461312,0.0,0.0,1.0
551,1.0,0.946527266028003,0.0,0.0,1.0
554,0.4444444444444444,0.2989303150331614,1.0,1.0,0.0
555,0.7777777777777778,0.43846720707442893,0.0,0.0,0.0
557,0.5277777777777778,0.3118321665438467,0.0,0.0,0.0
558,0.1527777777777778,0.08751496868091378,0.0,1.0,0.0
559,0.013888888888888888,0.005676584377302874,0.0,1.0,0.0
560,0.7777777777777778,0.6946964812085483,0.0,0.0,0.0
562,0.09722222222222222,0.05943142041267502,0.0,1.0,0.0
563,0.8194444444444444,0.6749435795873251,0.0,0.0,1.0
564,0.09722222222222222,0.05134833271923361,0.0,1.0,0.0
565,0.9861111111111112,0.5726556742815033,0.0,0.0,1.0
566,0.20833333333333334,0.1919733327192336,0.0,0.0,0.0
567,0.9861111111111112,0.6169111551215918,0.0,0.0,1.0
568,0.4861111111111111,0.40618091378039795,1.0,1.0,0.0
571,0.6527777777777778,0.3171057479734709,0.0,0.0,1.0
572,0.1527777777777778,0.08028394436256449,0.0,0.0,0.0
573,0.7777777777777778,0.6464685427413412,1.0,0.0,0.0
574,0.3888888888888889,0.36896647015475315,0.0,1.0,0.0
575,0.8472222222222222,0.546661984156227,0.0,0.0,1.0
576,0.4305555555555556,0.3548843957258659,0.0,0.0,0.0
577,0.125,0.06884441783345616,0.0,1.0,0.0
578,0.4861111111111111,0.3875046057479735,0.0,1.0,0.0
581,0.013888888888888888,0.008670320560058955,1.0,1.0,0.0
582,0.05555555555555555,0.03986274871039057,1.0,1.0,0.0
585,0.013888888888888888,0.009867815033161387,1.0,1.0,0.0
586,0.7222222222222222,0.38486205784819455,0.0,0.0,1.0
588,1.0,0.8546080508474577,0.0,0.0,1.0
589,0.9861111111111112,0.7677839443625646,0.0,0.0,1.0
590,1.0,0.9293305545320562,0.0,0.0,1.0
592,0.875,0.6258060058953575,0.0,0.0,1.0
593,0.4166666666666667,0.28078942520265293,0.0,1.0,0.0
594,0.013888888888888888,0.005250552689756817,0.0,1.0,0.0
595,0.16666666666666666,0.08218381540162123,1.0,1.0,0.0
597,0.05555555555555555,0.027312085482682387,0.0,1.0,0.0
598,0.7083333333333334,0.5313363577745026,0.0,0.0,0.0
600,0.2222222222222222,0.13477570007369197,0.0,1.0,0.0
602,0.9166666666666666,0.5595120210022108,0.0,0.0,0.0
603,0.6388888888888888,0.564572586588062,0.0,0.0,1.0
604,0.4444444444444444,0.41543846720707445,0.0,0.0,0.0
605,1.0,0.7017144896831246,0.0,0.0,1.0
606,0.5277777777777778,0.3552067980840089,0.0,0.0,1.0
607,0.7083333333333334,0.27136491341193814,0.0,0.0,0.0
608,1.0,0.9563893238761975,0.0,0.0,1.0
609,0.9027777777777778,0.7814112011790715,1.0,1.0,0.0
611,0.125,0.07634602984524687,1.0,1.0,0.0
613,0.6111111111111112,0.5596386790714813,0.0,0.0,0.0
614,0.6944444444444444,0.39358419307295506,0.0,0.0,1.0
615,0.20833333333333334,0.07270173176123802,0.0,1.0,0.0
617,0.9166666666666666,0.8033288043478262,0.0,0.0,0.0
618,0.7916666666666666,0.5624596997052322,0.0,1.0,0.0
619,0.09722222222222222,0.06021439756816508,0.0,1.0,0.0
621,0.8611111111111112,0.662744104642594,0.0,0.0,0.0
622,0.5555555555555556,0.38638195467944,0.0,0.0,0.0
